Link,RoomNum,Price,City,HouseYear,Area
https://krisha.kz/a/show/47276833,2.0,14000.0,Нур-Султан (Астана),2016.0,78.0
https://krisha.kz/a/show/664336465,2.0,9000.0,Алматы,2012.0,70.0
https://krisha.kz/a/show/666587665,1.0,6000.0,Алматы,1990.0,40.0
https://krisha.kz/a/show/664895338,2.0,9000.0,Актау,1987.0,60.0
https://krisha.kz/a/show/664862847,2.0,2000.0,Актау,2005.0,60.0
https://krisha.kz/a/show/666045593,2.0,10000.0,Нур-Султан (Астана),2014.0,70.0
https://krisha.kz/a/show/664001874,1.0,70000.0,Талгар,1995.0,36.0
https://krisha.kz/a/show/666588486,1.0,130000.0,Алматы,1970.0,34.0
https://krisha.kz/a/show/666974581,3.0,260000.0,Алматы,1995.0,73.0
https://krisha.kz/a/show/664893545,2.0,14000.0,Алматы,2005.0,52.0
https://krisha.kz/a/show/665018748,2.0,12000.0,Усть-Каменогорск,1991.0,58.0
https://krisha.kz/a/show/55305322,1.0,6000.0,Семей,1985.0,38.0
https://krisha.kz/a/show/55374574,1.0,6000.0,Семей,1987.0,37.5
https://krisha.kz/a/show/666771321,2.0,65000.0,Семей,2021.0,58.8
https://krisha.kz/a/show/665651943,2.0,220000.0,Атырау,2003.0,74.0
https://krisha.kz/a/show/661661048,1.0,6000.0,Алматы,1974.0,40.0
https://krisha.kz/a/show/665580762,1.0,7000.0,Нур-Султан (Астана),2011.0,45.0
https://krisha.kz/a/show/52763601,3.0,15000.0,Усть-Каменогорск,1980.0,70.0
https://krisha.kz/a/show/50394070,2.0,120000.0,Семей,1985.0,52.0
https://krisha.kz/a/show/663821930,2.0,200000.0,Нур-Султан (Астана),2015.0,70.0
https://krisha.kz/a/show/665278127,1.0,4500.0,Костанай,1985.0,33.0
https://krisha.kz/a/show/50687516,1.0,7000.0,Кокшетау,2015.0,40.0
https://krisha.kz/a/show/662320864,1.0,7000.0,Кокшетау,2015.0,38.0
https://krisha.kz/a/show/666624684,1.0,1000.0,Костанай,1988.0,50.0
https://krisha.kz/a/show/663055582,2.0,200000.0,Нур-Султан (Астана),2015.0,70.0
https://krisha.kz/a/show/666189295,2.0,10000.0,Кокшетау,2015.0,65.0
https://krisha.kz/a/show/665411608,2.0,8000.0,Алматы,2017.0,40.0
https://krisha.kz/a/show/28683766,1.0,6000.0,Алматы,2017.0,37.0
https://krisha.kz/a/show/53901108,1.0,7000.0,Шымкент,1985.0,40.0
https://krisha.kz/a/show/55296320,1.0,6000.0,Нур-Султан (Астана),2007.0,30.0
https://krisha.kz/a/show/22268989,1.0,5000.0,Семей,1983.0,32.0
https://krisha.kz/a/show/51041186,3.0,160000.0,Нур-Султан (Астана),1971.0,61.0
https://krisha.kz/a/show/55254084,1.0,8000.0,Кокшетау,1995.0,50.0
https://krisha.kz/a/show/54782682,1.0,7000.0,Кокшетау,1996.0,40.0
https://krisha.kz/a/show/666974354,3.0,6000.0,Тараз,1986.0,75.0
https://krisha.kz/a/show/14954749,2.0,7000.0,Актау,1980.0,63.0
https://krisha.kz/a/show/663332265,1.0,100000.0,Алматы,2015.0,40.0
https://krisha.kz/a/show/52330492,3.0,10000.0,Алматы,1974.0,54.0
https://krisha.kz/a/show/28479425,2.0,8000.0,Алматы,1978.0,45.0
https://krisha.kz/a/show/51777259,2.0,60000.0,Шымкент,1980.0,54.0
https://krisha.kz/a/show/56073844,1.0,7000.0,Алматы,1990.0,35.0
https://krisha.kz/a/show/57351805,1.0,7000.0,Алматы,1990.0,35.0
https://krisha.kz/a/show/55026050,2.0,12000.0,Шымкент,1990.0,70.0
https://krisha.kz/a/show/55065083,2.0,11000.0,Шымкент,1990.0,70.0
https://krisha.kz/a/show/49682426,3.0,15000.0,Шымкент,1990.0,80.0
https://krisha.kz/a/show/663892260,2.0,8000.0,Шымкент,2019.0,70.0
https://krisha.kz/a/show/56945206,2.0,400000.0,Алматы,2014.0,90.0
https://krisha.kz/a/show/666974323,1.0,120000.0,Нур-Султан (Астана),2020.0,48.0
https://krisha.kz/a/show/665937137,1.0,4000.0,Костанай,1988.0,33.0
https://krisha.kz/a/show/663080524,1.0,5000.0,Актобе,2013.0,60.0
https://krisha.kz/a/show/666469609,1.0,120000.0,Павлодар,2019.0,38.0
https://krisha.kz/a/show/53326873,3.0,350000.0,Алматы,2011.0,110.0
https://krisha.kz/a/show/663355804,1.0,7000.0,Алматы,1967.0,32.0
https://krisha.kz/a/show/666974223,3.0,110000.0,Павлодар,1982.0,65.2
https://krisha.kz/a/show/663136499,2.0,120000.0,Алматы,1990.0,52.0
https://krisha.kz/a/show/47360820,1.0,6000.0,Экибастуз,1960.0,40.0
https://krisha.kz/a/show/665792580,2.0,180000.0,Караганда,2016.0,65.0
https://krisha.kz/a/show/663547344,1.0,1500.0,Отеген батыр,1990.0,39.0
https://krisha.kz/a/show/666859951,1.0,100000.0,Караганда,1976.0,40.0
https://krisha.kz/a/show/666716663,3.0,75000.0,Тараз,1990.0,75.0
https://krisha.kz/a/show/665920551,1.0,130000.0,Алматы,1985.0,35.0
https://krisha.kz/a/show/55406173,1.0,2000.0,Отеген батыр,1990.0,39.0
https://krisha.kz/a/show/665837056,2.0,12000.0,Нур-Султан (Астана),2017.0,65.0
https://krisha.kz/a/show/50982026,1.0,6000.0,Алматы,1990.0,54.0
https://krisha.kz/a/show/666160734,1.0,6900.0,Нур-Султан (Астана),2011.0,40.0
https://krisha.kz/a/show/666443491,1.0,1000.0,Костанай,1988.0,33.0
https://krisha.kz/a/show/662881645,1.0,5000.0,Караганда,1970.0,36.0
https://krisha.kz/a/show/663970762,2.0,7000.0,Караганда,1979.0,69.0
https://krisha.kz/a/show/664128460,1.0,6000.0,Караганда,1989.0,34.0
https://krisha.kz/a/show/666799600,1.0,1000.0,Костанай,1988.0,33.0
https://krisha.kz/a/show/665998512,1.0,1000.0,Караганда,1986.0,36.0
https://krisha.kz/a/show/664570127,3.0,15000.0,Караганда,1989.0,65.0
https://krisha.kz/a/show/50262924,2.0,8000.0,Петропавловск,1980.0,52.0
https://krisha.kz/a/show/665785285,1.0,4000.0,Костанай,1988.0,33.0
https://krisha.kz/a/show/665951759,1.0,5000.0,Костанай,1988.0,50.0
https://krisha.kz/a/show/664684923,1.0,5000.0,Усть-Каменогорск,2001.0,35.0
https://krisha.kz/a/show/666974024,1.0,125000.0,Нур-Султан (Астана),2019.0,41.0
https://krisha.kz/a/show/58431121,2.0,9000.0,Тараз,1970.0,40.0
https://krisha.kz/a/show/660257124,2.0,13000.0,Усть-Каменогорск,2000.0,55.0
https://krisha.kz/a/show/58326671,2.0,8000.0,Усть-Каменогорск,1980.0,50.0
https://krisha.kz/a/show/52948595,1.0,7000.0,Усть-Каменогорск,1980.0,44.0
https://krisha.kz/a/show/664160379,2.0,9000.0,Усть-Каменогорск,1980.0,55.0
https://krisha.kz/a/show/662902550,1.0,5000.0,Усть-Каменогорск,1975.0,35.0
https://krisha.kz/a/show/662167584,1.0,5000.0,Усть-Каменогорск,1980.0,35.0
https://krisha.kz/a/show/27912309,2.0,15000.0,Нур-Султан (Астана),2016.0,76.0
https://krisha.kz/a/show/666096949,1.0,10000.0,Атырау,2014.0,50.0
https://krisha.kz/a/show/664895650,3.0,300000.0,Усть-Каменогорск,1989.0,86.0
https://krisha.kz/a/show/666211648,2.0,140000.0,Алматы,2021.0,68.0
https://krisha.kz/a/show/666973886,1.0,100000.0,Нур-Султан (Астана),2016.0,38.0
https://krisha.kz/a/show/666714659,1.0,60000.0,Шымкент,2020.0,40.0
https://krisha.kz/a/show/666239650,2.0,200000.0,Алматы,1998.0,64.0
https://krisha.kz/a/show/49496463,1.0,6000.0,Экибастуз,1959.0,30.0
https://krisha.kz/a/show/661797743,1.0,8000.0,Нур-Султан (Астана),2010.0,30.0
https://krisha.kz/a/show/20483602,1.0,6000.0,Алматы,2014.0,20.0
https://krisha.kz/a/show/664478169,2.0,200000.0,Нур-Султан (Астана),2018.0,85.0
https://krisha.kz/a/show/664383959,1.0,70000.0,Талдыкорган,1980.0,45.0
https://krisha.kz/a/show/666973787,1.0,130000.0,Нур-Султан (Астана),2017.0,38.0
https://krisha.kz/a/show/48861555,1.0,7000.0,Семей,1978.0,38.0
https://krisha.kz/a/show/666973726,3.0,200000.0,Атырау,2004.0,75.0
https://krisha.kz/a/show/666973751,1.0,75000.0,Петропавловск,1986.0,36.0
https://krisha.kz/a/show/54921470,2.0,8000.0,Караганда,1969.0,50.0
https://krisha.kz/a/show/666961631,1.0,60000.0,Нур-Султан (Астана),1999.0,18.0
https://krisha.kz/a/show/17869558,1.0,1000.0,Нур-Султан (Астана),2011.0,52.0
https://krisha.kz/a/show/48564126,1.0,7000.0,Западно-Казахстанская обл.,1981.0,35.0
https://krisha.kz/a/show/29565331,1.0,6500.0,Уральск,1980.0,35.0
https://krisha.kz/a/show/51698466,1.0,60000.0,Алматы,1970.0,16.0
https://krisha.kz/a/show/54496017,1.0,5995.0,Темиртау,1975.0,35.0
https://krisha.kz/a/show/20192955,1.0,9000.0,Нур-Султан (Астана),2018.0,45.0
https://krisha.kz/a/show/19081339,1.0,6000.0,Павлодар,1970.0,29.0
https://krisha.kz/a/show/21953270,1.0,5000.0,Семей,1980.0,33.0
https://krisha.kz/a/show/666972787,4.0,400000.0,Алматы,2008.0,120.0
https://krisha.kz/a/show/55671575,2.0,290000.0,Алматы,2006.0,80.0
https://krisha.kz/a/show/660221931,2.0,15000.0,Бурабай (Боровое),1985.0,55.0
https://krisha.kz/a/show/56985312,1.0,7000.0,Семей,1991.0,45.0
https://krisha.kz/a/show/55334676,2.0,90000.0,Уральск,1990.0,50.0
https://krisha.kz/a/show/28856002,2.0,8000.0,Семей,1981.0,70.0
https://krisha.kz/a/show/50894365,1.0,5000.0,Нур-Султан (Астана),2019.0,30.0
https://krisha.kz/a/show/666224819,1.0,4000.0,Костанай,1988.0,33.0
https://krisha.kz/a/show/664992561,2.0,230000.0,Алматы,2016.0,60.0
https://krisha.kz/a/show/56781502,2.0,8000.0,Атырау,1980.0,45.0
https://krisha.kz/a/show/664009410,1.0,800.0,Нур-Султан (Астана),2006.0,23.0
https://krisha.kz/a/show/27722933,1.0,1000.0,Нур-Султан (Астана),2006.0,23.0
https://krisha.kz/a/show/54841567,1.0,3500.0,Костанай,1977.0,30.0
https://krisha.kz/a/show/665114021,2.0,65000.0,Кызылорда,1990.0,59.0
https://krisha.kz/a/show/663621518,2.0,8000.0,Жезказган,1970.0,48.0
https://krisha.kz/a/show/54840579,1.0,4000.0,Костанай,1977.0,35.0
https://krisha.kz/a/show/664743064,2.0,230000.0,Караганда,1980.0,52.0
https://krisha.kz/a/show/666974667,1.0,95000.0,Нур-Султан (Астана),2018.0,38.0
https://krisha.kz/a/show/661864780,1.0,800.0,Актау,2000.0,54.0
https://krisha.kz/a/show/666974516,3.0,450000.0,Алматы,2016.0,137.6
https://krisha.kz/a/show/666407721,2.0,390000.0,Алматы,2008.0,90.0
https://krisha.kz/a/show/666973828,2.0,260000.0,Алматы,2018.0,60.0
https://krisha.kz/a/show/661956890,1.0,1000.0,Алматы,1975.0,32.0
https://krisha.kz/a/show/56419489,1.0,8000.0,Атырау,2006.0,46.0
https://krisha.kz/a/show/56948303,1.0,8000.0,Атырау,2006.0,65.0
https://krisha.kz/a/show/666973356,1.0,220000.0,Алматы,2019.0,50.0
https://krisha.kz/a/show/28298057,1.0,4000.0,Шымкент,1988.0,40.0
https://krisha.kz/a/show/666629484,1.0,90000.0,Павлодар,1975.0,30.0
https://krisha.kz/a/show/55258045,1.0,7000.0,Нур-Султан (Астана),2009.0,42.0
https://krisha.kz/a/show/665822945,1.0,10000.0,Нур-Султан (Астана),2017.0,50.0
https://krisha.kz/a/show/661960154,1.0,5000.0,Актобе,1990.0,35.0
https://krisha.kz/a/show/56197880,1.0,7000.0,Алматы,1968.0,32.0
https://krisha.kz/a/show/56197635,1.0,1000.0,Алматы,1979.0,41.0
https://krisha.kz/a/show/661333958,1.0,6000.0,Степногорск,1981.0,32.0
https://krisha.kz/a/show/56142761,2.0,5000.0,Караганда,1966.0,45.0
https://krisha.kz/a/show/665538928,1.0,7000.0,Отеген батыр,1988.0,42.0
https://krisha.kz/a/show/666658426,1.0,7500.0,Алматы,1990.0,36.0
https://krisha.kz/a/show/665060558,2.0,150000.0,Тараз,2018.0,68.0
https://krisha.kz/a/show/20436097,1.0,6000.0,Актау,1970.0,40.0
